id|enun|op1|op2|op3|op4|op5|resp|year|idimg
207|¿Cuál es la definición correcta de ONCOGEN?|Es un gen anormal o activado que procede de la mutación de un alelo de un gen normal llamado proto-oncogén. Origina proteínas con expresión/función alterada que favorecen el crecimiento y/o la invasión tumoral.|Gen de herencia autosómica dominante que condiciona la aparición de cáncer en la descendencia.|Gen de ARN transferente implicado en la aparición de tumores.|Gen que controla el ciclo celular evitando el crecimiento celular. Cuando se produce una mutación en estos genes, sus proteínas no se expresan o dan lugar a proteínas no funcionantes, favoreciendo la aparición del proceso de carcinogénesis.|Sustancia detectable en líquidos orgánicos, especialmente en sangre, producida por la célula neoplásica o sus metástasis.|1|2013|0
208|Las inmunoglobulinas circulantes constituyen las principales moléculas efectoras de la respuesta inmune humoral. Señale la respuesta INCORRECTA con respecto a las mismas.|El isotipo de una inmunoglobulina viene determinado por el tipo de cadena pesada y de cada ligera que la configuran.|Las inmunoglobulinas circulantes son sintetizadas por las células dendríticas en los órganos linfoides secundarios.|La inmunoglobulina G (IgG) es la predominante en el suero y en el espacio extravascular.|Los genes que codifican las regiones variables de las cadenas de las inmunoglobulinas sufren un reordenamiento somático V(D)J durante el desarrollo de los linfocitos B.|La IgG es la única inmunoglobulina que atraviesa la placenta.|2|2013|0
209|En el caso de un trasplante de órganos sólidos, si queremos inhibir la enzima calcineurina en las células del paciente trasplantado, ¿qué inmunosupresor deberÍamos utilizar?|Micofenolato mofetilo.|Sirolimus.|Ciclofosfamida.|Azatioprina.|Ciclosporina.|5|2013|0
210|¿Qué tipo de linfocitos son los más abundantes en sangre periférica?|Linfocitos NK (Natural Killer o asesinos naturales).|Linfocitos T gamma/delta.|Linfocitos B CD5+ (B1a).|Linfocitos T citotóxicos CD8+.|Linfocitos T colaboradores CD4+.|5|2013|0
211|Paciente politraumatizado ingresado en la UCI que presenta neumonía asociada a ventilación mecánica. El hemocultivo es positivo a Acinetobacter baumannii resistente a carbapenem y ampicilina/sulbactan. ¿Cuál de los siguientes antibióticos sería de elección?.|Linezolid.|Amikacina.|Vancomicina.|Colistina.|Cefepima.|4|2013|0
212|¿Cuál de los siguientes virus puede permanecer en latencia después de la infección primaria y reactivarse frecuentemente en un paciente trasplantado?|Virus respiratorio sincitial.|Rotavirus.|Citomegalovirus.|Virus de la hepatitis A.|VIH.|3|2013|0
213|Durante el postoperatorio de una cirugía programada por adenocarcinoma de colon, un paciente portador de catéter venoso central presenta fiebre y escalofríos. La exploración es normal con excepción de signos inflamatorios en la zona de tunelización del catéter central. En los hemocultivos se identifican cocos Gram positivos. Señale cuál sería el patógeno más probable:|Staphylococcus aureus.|Streptococcus pneumoniae.|Streptococcus pyogenes.|Streptococcus viridans.|Meningococo.|1|2013|0
214|Señale cuál de los siguientes factores NO se asocia a un mayor riesgo de candidemia invasora en un paciente con cáncer:|Neutropenia post-quimioterapia.|Candidiasis orofaríngea.|Nutrición parenteral.|Antibioterapia previa de amplio espectro.|Portador de reservorio venoso central.|2|2013|0
215|¿Cuál de las siguientes afirmaciones es la correcta?|La Rifampicina es un medicamento que hay que administrarlo con otros antibióticos, para reducir el riesgo de una rápida selección de resistencias.|Las cefalosporinas son unos magníficos antibióticos con una buena actividad frente a Enterococcus faecalis.|Ciprofloxacino es un buen antibiótico para tratar todas las infecciones producidas por bacterias Gram (+).|Los aminoglucósidos son unos antibióticos con una magnífica biodisponibilidad oral.|Los glicopéptidos son unos antibióticos de amplio espectro, con una más que aceptable actividad frente a bacterias Gram (+) y Gram (-).|1|2013|0
216|¿Cuál de los siguientes fármacos antihipertensivos sería el menos indicado en un paciente hipertenso con antecedentes de artritis gotosa?|Losartán.|Amlodipino.|Diltiazem.|Hidroclorotiazida.|Enalaprilo.|4|2013|0
217|En un tratamiento farmacológico sistémico en el que se administran repetidas dosis de un fármaco, ¿qué factores determinan el tiempo necesario para que las concentraciones plasmáticas alcancen el estado de equilibrio estacionario?|La semivida de eliminación del fármaco.|La semivida de eliminación del fármaco y el intervalo posológico.|La semivida de eliminación del fármaco y la dosis.|La semivida de eliminación del fármaco, el intervalo posológico y el número de dosis.|La semivida de eliminación del fármaco, el intervalo posológico y la dosis.|1|2013|0
218|¿Cuál de los siguientes cambios ocurre habitualmente en las personas ancianas y modifica la farmacocinética de los medicamentos?|Aumento del volumen plasmático.|Disminución del pH (acidificación) gástrico.|Aumento de la motilidad gastrointestinal. |Disminución de la albúmina sérica.|Aumento del filtrado glomerular.|4|2013|0
219|Todos los anticonvulsivantes que aparecen a continuación, EXCEPTO uno que debe señalar, bloquean los canales de sodio dependientes de voltaje:|Carbamazepina.|Ácido Valproico.|Lamotrigina.|Gabapentina.|Fenitoína.|4|2013|0
220|¿Cuál de las siguientes afirmaciones es FALSA respecto a los antibióticos betalactámicos?|El principal mecanismo de resistencia frente a ellos es su inactivación por betalactamasas.|La amoxicilina tiene una biodisponibilidad por vía oral cercana al 100%.|En general son bacteriostáticos.|Su principal vía de excreción es la renal.|Actuan inhibiendo la formación de la pared celular.|3|2013|0
221|Paciente varón de 26 años de edad, deportista de competición, es estudiado porque su hermano ha tenido una muerte súbita. Las pruebas complementarias detectan la existencia de una miocardiopatía hipertrófica obstructiva. Señale la opción FALSA respecto a dicha patología:|Los diuréticos se deben evitar o utilizar con gran cuidado.|El tratamiento con betabloqueantes ayuda a reducir los síntomas.|Se debe recomendar el abandono del deporte de competición.|Dado el carácter hereditario de la patología se debe realizar estudio de despistaje en el resto de familiares directos.|La digoxina es útil para reducir el gradiente subaórtico.|5|2013|0
222|¿Cuál de las siguientes NO puede ser considerada una condición premaligna de cáncer del aparato digestivo?|Esófago de Barrett.|Esofagitis cáustica.|Anemia Perniciosa.|Ulcera gástrica.|Adenoma de colon.|4|2013|0
223|¿Cuál de las siguientes afirmaciones es correcta en relación al tratamiento con un Anti-TNF?:|La presencia de una enfermedad desmielinizante no contraindica su uso.|No se puede utilizar en combinación con Metotrexato.|No se puede utilizar en combinación con corticoides.|No se pueden emplear en diabéticos.|Hay riesgo de reactivar una tuberculosis latente.|5|2013|0
224|Mujer de 58 años, peso 130 Kg, talla 155 cm, índice de masa corporal > 30 con hipertensión arterial leve, glucemia 108 mg/dL y ausencia de edemas en miembros inferiores. En analítica de sangre presenta Cr 2.0 mg/dl, Urea 86 mg/dl, Alb 3.8 g/l, Na 142 mEq/L, K 4 mEq/L. En analítica de orina: sedimento sin alteraciones y en orina de 24 h proteinuria de 6.3 gr/ 24 h. ¿Cual de las siguientes entidades presentará con mayor probabilidad?|Glomerulonefritis mebranosa secundaria.|Nefropatía de cambios mínimos.|Nefropatía IgA.|Glomerulonefritis rápidamente progresiva.|Glomerulonefritis focal y segmentaria.|5|2013|0
225|Un paciente de 57 años tuvo un infarto agudo de miocardio y presenta en la analítica colesterol de 312 mg/dL (normal<220), LDL colesterol 241 mg/dL (normal<150), HDL colesterol 29 mg/dL (normal 35-90), y triglicéridos normales. Fumador de 30 cigarrillos/día, no obesidad, presión arterial de 145/90 mm Hg y no tenía diabetes. Interrogado sobre antecedentes familiares refirió que un tío por línea materna falleció de forma brusca a los 53 años. ¿Con qué respuesta está más de acuerdo?|No precisa descartar dislipemia secundaria por ser infrecuente. Se debe realizar perfil lipídico familiar.|Tratar con estatinas hasta que se normalice el colesterol y recomendar hábito de vida saludable (dieta, ejercicio y no fumar).|Descartar hipotiroidismo u otra enfermedad sistémica, recomendar hábito de vida saludable y tratar con fibratos para normalizar el colesterol.|Descartar dislipemia secundaria, tratar con resinas (resincolestiramina) y fibratos y recomendar hábito de vida saludable. Prohibir alcohol.|Descartar dislipemia secundaria, solicitar estudio familiar y tratar con estatinas para mantener un buen perfil lipídico. Control de otros factores de riesgo.|5|2013|0
226|Paciente de 55 años de edad ex-fumador y ex enólico. Hemorragia digestiva alta por ulcus antral que requirió transfusión sanguínea. Cirrosis hepática con serologías virales positivas (VHC+). Child-Pugh de 6 puntos. La imagen muestra dos secciones axiales en fase arterial y tardía del TC realizado a la paciente. En relación a los hallazgos de la prueba radiológica cuál de las siguientes afirmaciones es cierta?|Se observa un nódulo hipervascular en fase arterial con lavado en fase venosa compatible con carcinoma hepatocelular.|Se observa una lesión focal hipervascular en fase arterial compatible con pseudoaneurisma de la arteria hepática.|Se observa una lesión focal hipovascular compatible con colangiocarcinoma periférico.|Se observa una gran trombosis portal tumoral.|Se trata de una lesión quística. Probable quiste hidatídico.|1|2012|36
227|Paciente de 55 años de edad ex-fumador y ex enólico. Hemorragia digestiva alta por ulcus antral que requirió transfusión sanguínea. Cirrosis hepática con serologías virales positivas (VHC+). Child-Pugh de 6 puntos. La imagen muestra dos secciones axiales en fase arterial y tardía del TC realizado a la paciente. ¿qué tratamiento, entre los siguientes, propondría en primer lugar?|Trasplante hepático.|Quimioterapia sistémica.|Radioterapia externa.|Embolización arterial.|Ablación con radiofrecuencia.|1|2012|37
228|Hombre de 69 años de edad con antecedentes de diabetes mellitus y consumo moderado de alcohol desde hacía años, que acude a Urgencias por dolor abdominal tipo cólico, de 7 días de evolución en hemiabdomen superior, más localizado en hipocondrio derecho. Asocia prurito generalizado que le dificulta el sueño y orinas oscuras en los últimos dos días. En la exploración física destacaba TA 130/61, FC 102 lpm, Tª 36.8ºC. El abdomen estaba blando, depresible, doloroso a la palpación profunda y sensación de masa en el hipocondrio derecho. Los análisis de sangre muestran proteína C reactiva 12.0 mg/dL, Glucosa 115 mg/dL, Urea 45 mg/dL, Creatinina 0.72 mg/dL, Bilirrubina total 8.45 mg/dL, electrolitos normales, ALT (GPT plasma) 45 U/L, GGT 112 U/L, LDH 110 U/L, Lipasa 16 U/L. Leucocitos 9.3 10E3/µl, hematíes 4.08 10E6/µl, hemoglobina 12.3 g/dl, hematocrito 35.9 %, VCM 87.9 fl, recuento de plaquetas 217 10E3/µl, (N 69.3 %, L 26.2 %, M 4.5 %, Eo 0.0 %, B 0.0 %). Se efectúó ecografía abdominal que se muestra en la imagen. ¿Cuáles son los hallazgos de la ecografía?|Aumento de calibre de la vena cava.|Vesícula biliar distendida con litiasis en su interior.|Litiasis y dilatación del colédoco.|Inflamación hipoecoica de la cabeza del páncreas.|Engrosamiento de la pared de la vesícula biliar.|3|2012|38
229|Hombre de 69 años de edad con antecedentes de diabetes mellitus y consumo moderado de alcohol desde hacía años, que acude a Urgencias por dolor abdominal tipo cólico, de 7 días de evolución en hemiabdomen superior, más localizado en hipocondrio derecho. Asocia prurito generalizado que le dificulta el sueño y orinas oscuras en los últimos dos días. En la exploración física destacaba TA 130/61, FC 102 lpm, Tª 36.8ºC. El abdomen estaba blando, depresible, doloroso a la palpación profunda y sensación de masa en el hipocondrio derecho. Los análisis de sangre muestran proteína C reactiva 12.0 mg/dL, Glucosa 115 mg/dL, Urea 45 mg/dL, Creatinina 0.72 mg/dL, Bilirrubina total 8.45 mg/dL, electrolitos normales, ALT (GPT plasma) 45 U/L, GGT 112 U/L, LDH 110 U/L, Lipasa 16 U/L. Leucocitos 9.3 10E3/µl, hematíes 4.08 10E6/µl, hemoglobina 12.3 g/dl, hematocrito 35.9 %, VCM 87.9 fl, recuento de plaquetas 217 10E3/µl, (N 69.3 %, L 26.2 %, M 4.5 %, Eo 0.0 %, B 0.0 %). Se efectúó ecografía abdominal que se muestra en la imagen. ¿Cuál es la actitud más recomendable en este momento?|Plantear colecistectomía diferida.|Colangiografía retrógrada endoscópica con papilotomía.|Antibioterapia y medidas sintomáticas.|Cirugía abierta urgente de la vía biliar.|Solicitar una ecoendoscopia para valorar el páncreas.|2|2012|39
